date,event_id,venue,city,state,show_set,time,song,isong,next_set,Nevents,ievent,break_length
1983-06-18,3821,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 2,,Touch Of Grey,22466,Encore,1,1,short
1983-06-18,3821,Saratoga Performing Arts Center,Saratoga Springs,NY,Encore,,One More Saturday Night,22468,,1,1,long
1983-06-20,3822,Merriweather Post Pavilion,Columbia,MD,Set 1,,The Music Never Stopped,22477,Set 2,1,1,long
1983-06-20,3822,Merriweather Post Pavilion,Columbia,MD,Set 2,,Sugar Magnolia,22488,Encore,1,1,short
1983-06-20,3822,Merriweather Post Pavilion,Columbia,MD,Encore,,It's All Over Now Baby Blue,22489,,1,1,long
1983-06-21,3823,Merriweather Post Pavilion,Columbia,MD,Set 1,,Might As Well,22500,Set 2,1,1,long
1983-06-21,3823,Merriweather Post Pavilion,Columbia,MD,Set 2,,Good Lovin',22511,Encore,1,1,short
1983-06-21,3823,Merriweather Post Pavilion,Columbia,MD,Encore,,U.S. Blues,22512,,1,1,long
1983-06-22,3824,City Island,Harrisburg,PA,Set 1,,Deal,22518,Set 2,1,1,long
1983-06-22,3824,City Island,Harrisburg,PA,Set 2,,Not Fade Away,22529,Encore,1,1,short
1983-06-22,3824,City Island,Harrisburg,PA,Encore,,Brokedown Palace,22530,,1,1,long
1983-06-24,3825,Dane County Coliseum,Madison,WI,Set 1,,Deal,22540,Set 2,1,1,long
1983-06-24,3825,Dane County Coliseum,Madison,WI,Set 2,,Johnny B. Goode,22552,Encore,1,1,short
1983-06-24,3825,Dane County Coliseum,Madison,WI,Encore,,Don't Ease Me In,22553,,1,1,long
1983-06-25,3826,St. Paul Civic Center Arena,St. Paul,MN,Set 1,,Might As Well,22562,Set 2,1,1,long
1983-06-25,3826,St. Paul Civic Center Arena,St. Paul,MN,Set 2,,One More Saturday Night,22573,Encore,1,1,short
1983-06-25,3826,St. Paul Civic Center Arena,St. Paul,MN,Encore,,It's All Over Now Baby Blue,22574,,1,1,long
1983-06-27,3827,Poplar Creek Music Theatre,Hoffman Estates,IL,Set 1,,Sugaree,22584,Set 2,1,1,long
1983-06-27,3827,Poplar Creek Music Theatre,Hoffman Estates,IL,Set 2,,Good Lovin',22593,Encore,1,1,short
1983-06-27,3827,Poplar Creek Music Theatre,Hoffman Estates,IL,Encore,,U.S. Blues,22594,,1,1,long
1983-06-28,3828,Poplar Creek Music Theatre,Hoffman Estates,IL,Set 1,,Deal,22602,Set 2,1,1,long
1983-06-28,3828,Poplar Creek Music Theatre,Hoffman Estates,IL,Set 2,,Sugar Magnolia,22613,Encore,1,1,short
1983-06-28,3828,Poplar Creek Music Theatre,Hoffman Estates,IL,Encore,,Iko Iko,22614,,1,1,long
1983-07-30,3833,Ventura County Fairgrounds,Ventura,CA,Set 1,,The Music Never Stopped,22623,Set 2,1,1,long
1983-07-30,3833,Ventura County Fairgrounds,Ventura,CA,Set 2,,Sugar Magnolia,22632,Encore,1,1,short
1983-07-30,3833,Ventura County Fairgrounds,Ventura,CA,Encore,,U.S. Blues,22633,,1,1,long
1983-07-31,3834,Ventura County Fairgrounds,Ventura,CA,Set 1,,Deal,22642,Set 2,1,1,long
1983-07-31,3834,Ventura County Fairgrounds,Ventura,CA,Set 2,,Not Fade Away,22651,Encore,1,1,short
1983-07-31,3834,Ventura County Fairgrounds,Ventura,CA,Encore,,One More Saturday Night,22653,,1,1,long
1983-08-20,3840,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 1,,Deal,22662,Set 2,1,1,long
1983-08-20,3840,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 2,,Good Lovin',22672,Encore,1,1,short
1983-08-20,3840,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Encore,,One More Saturday Night,22673,,1,1,long
1983-08-21,3841,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 1,,Let It Grow,22681,Set 2,1,1,long
1983-08-21,3841,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Set 2,,It's All Over Now Baby Blue,22691,Encore,1,1,short
1983-08-21,3841,"Frost Amphitheatre, Stanford University",Palo Alto,CA,Encore,,Johnny B. Goode,22692,,1,1,long
1983-08-26,3842,Portland Memorial Coliseum,Portland,OR,Set 1,,Let It Grow,22701,Set 2,1,1,long
1983-08-26,3842,Portland Memorial Coliseum,Portland,OR,Set 2,,Sugar Magnolia,22711,Encore,1,1,short
1983-08-26,3842,Portland Memorial Coliseum,Portland,OR,Encore,,U.S. Blues,22712,,1,1,long
1983-08-27,3843,Seattle Center Memorial Coliseum,Seattle,WA,Set 1,,Deal,22720,Set 2,1,1,long
1983-08-27,3843,Seattle Center Memorial Coliseum,Seattle,WA,Set 2,,One More Saturday Night,22728,Encore,1,1,short
1983-08-27,3843,Seattle Center Memorial Coliseum,Seattle,WA,Encore,,It's All Over Now Baby Blue,22729,,1,1,long
1983-08-29,3844,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 1,,Might As Well,22736,Set 2,1,1,long
1983-08-29,3844,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 2,,Johnny B. Goode,22746,Encore,1,1,short
1983-08-29,3844,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Encore,,U.S. Blues,22747,,1,1,long
1983-08-30,3845,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 1,,Deal,22756,Set 2,1,1,long
1983-08-30,3845,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 2,,Sugar Magnolia,22765,Encore,1,1,short
1983-08-30,3845,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Encore,,Brokedown Palace,22766,,1,1,long
1983-08-31,3846,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 1,,Don't Ease Me In,22776,Set 2,1,1,long
1983-08-31,3846,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 2,,Good Lovin',22786,Encore,1,1,short
1983-08-31,3846,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Encore,,Satisfaction,22788,,1,1,long
1983-09-02,3847,Boise State University Pavilion,Boise,ID,Set 1,,Deal,22798,Set 2,1,1,long
1983-09-02,3847,Boise State University Pavilion,Boise,ID,Set 2,,Sugar Magnolia,22809,Encore,1,1,short
1983-09-02,3847,Boise State University Pavilion,Boise,ID,Encore,,It's All Over Now Baby Blue,22810,,1,1,long
1983-09-04,3848,Park West Ski Resort,Park West,UT,Set 1,,I Know You Rider,22820,Set 2,1,1,long
1983-09-04,3848,Park West Ski Resort,Park West,UT,Set 2,,One More Saturday Night,22831,Encore,1,1,short
1983-09-04,3848,Park West Ski Resort,Park West,UT,Encore,,U.S. Blues,22832,,1,1,long
1983-09-06,3849,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Might As Well,22842,Set 2,1,1,long
1983-09-06,3849,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Not Fade Away,22852,Encore,1,1,short
1983-09-06,3849,Red Rocks Amphitheatre,Morrison,CO,Encore,,Brokedown Palace,22853,,1,1,long
1983-09-07,3850,Red Rocks Amphitheatre,Morrison,CO,Set 1,,I Know You Rider,22862,Set 2,1,1,long
1983-09-07,3850,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Sugar Magnolia,22871,Encore,1,1,short
1983-09-07,3850,Red Rocks Amphitheatre,Morrison,CO,Encore,,U.S. Blues,22872,,1,1,long
1983-09-08,3851,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Deal,22880,Set 2,1,1,long
1983-09-08,3851,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Good Lovin',22891,Encore,1,1,short
1983-09-08,3851,Red Rocks Amphitheatre,Morrison,CO,Encore,,It's All Over Now Baby Blue,22892,,1,1,long
1983-09-10,3852,Downs of Santa Fe,Santa Fe,NM,Set 1,,I Know You Rider,22901,Set 2,1,1,long
1983-09-10,3852,Downs of Santa Fe,Santa Fe,NM,Set 2,,One More Saturday Night,22910,Encore,1,1,short
1983-09-10,3852,Downs of Santa Fe,Santa Fe,NM,Encore,,Cold Rain And Snow,22911,,1,1,long
1983-09-11,3853,Downs of Santa Fe,Santa Fe,NM,Set 1,,Might As Well,22921,Set 2,1,1,long
1983-09-11,3853,Downs of Santa Fe,Santa Fe,NM,Set 2,,Sugar Magnolia,22933,Encore,1,1,short
1983-09-11,3853,Downs of Santa Fe,Santa Fe,NM,Encore,,U.S. Blues,22934,,1,1,long
1983-09-13,3854,Manor Downs,Austin,TX,Set 1,,Might As Well,22943,Set 2,1,1,long
1983-09-13,3854,Manor Downs,Austin,TX,Set 2,,Not Fade Away,22953,Encore,1,1,short
1983-09-13,3854,Manor Downs,Austin,TX,Encore,,Brokedown Palace,22954,,1,1,long
1983-09-18,3855,Nevada County Fairgrounds,Grass Valley,CA,Set 1,,Let It Grow,22961,Set 2,1,1,long
1983-09-18,3855,Nevada County Fairgrounds,Grass Valley,CA,Set 2,,Sugar Magnolia,22970,Encore,1,1,short
1983-09-18,3855,Nevada County Fairgrounds,Grass Valley,CA,Encore,,It's All Over Now Baby Blue,22971,,1,1,long
1983-09-24,3856,Santa Cruz County Fairgrounds,Watsonville,CA,Set 1,,Day Job,22981,Set 2,1,1,long
1983-09-24,3856,Santa Cruz County Fairgrounds,Watsonville,CA,Set 2,,Brokedown Palace,22992,Encore,1,1,short
1983-09-24,3856,Santa Cruz County Fairgrounds,Watsonville,CA,Encore,,One More Saturday Night,22993,,1,1,long
1983-10-08,3861,Richmond Coliseum,Richmond,VA,Set 1,,Deal,23001,Set 2,1,1,long
1983-10-08,3861,Richmond Coliseum,Richmond,VA,Set 2,,Good Lovin',23010,Encore,1,1,short
1983-10-08,3861,Richmond Coliseum,Richmond,VA,Encore,,U.S. Blues,23011,,1,1,long
1983-10-09,3862,Greensboro Coliseum,Greensboro,NC,Set 1,,Let It Grow,23019,Set 2,1,1,long
1983-10-09,3862,Greensboro Coliseum,Greensboro,NC,Set 2,,Sugar Magnolia,23027,Encore,1,1,short
1983-10-09,3862,Greensboro Coliseum,Greensboro,NC,Encore,,It's All Over Now Baby Blue,23028,,1,1,long
1983-10-11,3863,Madison Square Garden,New York,NY,Set 1,,Day Job,23036,Set 2,1,1,long
1983-10-11,3863,Madison Square Garden,New York,NY,Set 2,,Touch Of Grey,23046,Encore,1,1,short
1983-10-11,3863,Madison Square Garden,New York,NY,Encore,,Johnny B. Goode,23047,,1,1,long
1983-10-12,3864,Madison Square Garden,New York,NY,Set 1,,Might As Well,23056,Set 2,1,1,long
1983-10-12,3864,Madison Square Garden,New York,NY,Set 2,,Not Fade Away,23066,Encore,1,1,short
1983-10-12,3864,Madison Square Garden,New York,NY,Encore,,Revolution,23067,,1,1,long
1983-10-14,3865,Hartford Civic Center,Hartford,CT,Set 1,,Day Job,23077,Set 2,1,1,long
1983-10-14,3865,Hartford Civic Center,Hartford,CT,Set 2,,Sugar Magnolia,23087,Encore,1,1,short
1983-10-14,3865,Hartford Civic Center,Hartford,CT,Encore,,U.S. Blues,23088,,1,1,long
1983-10-15,3866,Hartford Civic Center,Hartford,CT,Set 1,,Day Job,23096,Set 2,1,1,long
1983-10-15,3866,Hartford Civic Center,Hartford,CT,Set 2,,One More Saturday Night,23105,Encore,1,1,short
1983-10-15,3866,Hartford Civic Center,Hartford,CT,Encore,,Brokedown Palace,23106,,1,1,long
1983-10-17,3867,Olympic Center,Lake Placid,NY,Set 1,,Deal,23113,Set 2,1,1,long
1983-10-17,3867,Olympic Center,Lake Placid,NY,Set 2,,Good Lovin',23124,Encore,1,1,short
1983-10-17,3867,Olympic Center,Lake Placid,NY,Encore,,Revolution,23125,,1,1,long
1983-10-18,3868,Cumberland County Civic Center,Portland,ME,Set 1,,Might As Well,23135,Set 2,1,1,long
1983-10-18,3868,Cumberland County Civic Center,Portland,ME,Set 2,,Sugar Magnolia,23145,Encore,1,1,short
1983-10-18,3868,Cumberland County Civic Center,Portland,ME,Encore,,U.S. Blues,23146,,1,1,long
1983-10-20,3869,Centrum,Worcester,MA,Set 1,,Deal,23155,Set 2,1,1,long
1983-10-20,3869,Centrum,Worcester,MA,Set 2,,Good Lovin',23167,Encore,1,1,short
1983-10-20,3869,Centrum,Worcester,MA,Encore,,Day Job,23168,,1,1,long
1983-10-21,3870,Centrum,Worcester,MA,Set 1,,Promised Land,23177,Set 2,1,1,long
1983-10-21,3870,Centrum,Worcester,MA,Set 2,,Touch Of Grey,23187,Encore,1,1,short
1983-10-21,3870,Centrum,Worcester,MA,Encore,,Johnny B. Goode,23188,,1,1,long
1983-10-22,3871,"Carrier Dome, Syracuse University",Syracuse,NY,Set 1,,Day Job,23195,Set 2,1,1,long
1983-10-22,3871,"Carrier Dome, Syracuse University",Syracuse,NY,Set 2,,One More Saturday Night,23205,Encore,1,1,short
1983-10-22,3871,"Carrier Dome, Syracuse University",Syracuse,NY,Encore,,Revolution,23206,,1,1,long
1983-10-30,3872,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 1,,Might As Well,23215,Set 2,1,1,long
1983-10-30,3872,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 2,,Sugar Magnolia,23225,Encore,1,1,short
1983-10-30,3872,Marin Veterans Memorial Auditorium,San Rafael,CA,Encore,,Day Job,23226,,1,1,long
1983-10-31,3873,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 1,,Deal,23234,Set 2,1,1,long
1983-10-31,3873,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 2,,Not Fade Away,23244,Encore,1,1,short
1983-10-31,3873,Marin Veterans Memorial Auditorium,San Rafael,CA,Encore,,Revolution,23245,,1,1,long
1983-12-27,3900,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Might As Well,23254,Set 2,1,1,long
1983-12-27,3900,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Sugar Magnolia,23263,Encore,1,1,short
1983-12-27,3900,San Francisco Civic Auditorium,San Francisco,CA,Encore,,U.S. Blues,23264,,1,1,long
1983-12-28,3901,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Bird Song,23271,Set 2,1,1,long
1983-12-28,3901,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Johnny B. Goode,23282,Encore,1,1,short
1983-12-28,3901,San Francisco Civic Auditorium,San Francisco,CA,Encore,,It's All Over Now Baby Blue,23283,,1,1,long
1983-12-30,3902,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Deal,23293,Set 2,1,1,long
1983-12-30,3902,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Good Lovin',23302,Encore,1,1,short
1983-12-30,3902,San Francisco Civic Auditorium,San Francisco,CA,Encore,,Day Job,23303,,1,1,long
1983-12-31,3903,San Francisco Civic Auditorium,San Francisco,CA,Set 1,,Don't Ease Me In,23311,Set 2,1,1,long
1983-12-31,3903,San Francisco Civic Auditorium,San Francisco,CA,Set 2,,Brokedown Palace,23320,Set 3,1,1,long
1983-12-31,3903,San Francisco Civic Auditorium,San Francisco,CA,Set 3,,Goodnight Irene,23324,,1,1,long
1984-03-28,3920,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 1,,Let It Grow,23332,Set 2,1,1,long
1984-03-28,3920,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 2,,Johnny B. Goode,23345,Encore,1,1,short
1984-03-28,3920,Marin Veterans Memorial Auditorium,San Rafael,CA,Encore,,Touch Of Grey,23346,,1,1,long
1984-03-29,3921,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 1,,Might As Well,23354,Set 2,1,1,long
1984-03-29,3921,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 2,,Sugar Magnolia,23363,Encore,1,1,short
1984-03-29,3921,Marin Veterans Memorial Auditorium,San Rafael,CA,Encore,,Day Job,23364,,1,1,long
1984-03-31,3922,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 1,,Deal,23373,Set 2,1,1,long
1984-03-31,3922,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 2,,Not Fade Away,23381,Encore,1,1,short
1984-03-31,3922,Marin Veterans Memorial Auditorium,San Rafael,CA,Encore,,It's All Over Now Baby Blue,23382,,1,1,long
1984-04-01,3923,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 1,,Don't Ease Me In,23391,Set 2,1,1,long
1984-04-01,3923,Marin Veterans Memorial Auditorium,San Rafael,CA,Set 2,,Good Lovin',23402,Encore,1,1,short
1984-04-01,3923,Marin Veterans Memorial Auditorium,San Rafael,CA,Encore,,Touch Of Grey,23403,,1,1,long
1984-04-06,3924,Aladdin Theater,Las Vegas,NV,Set 1,,Might As Well,23412,Set 2,1,1,long
1984-04-06,3924,Aladdin Theater,Las Vegas,NV,Set 2,,Sugar Magnolia,23422,Encore,1,1,short
1984-04-06,3924,Aladdin Theater,Las Vegas,NV,Encore,,U.S. Blues,23423,,1,1,long
1984-04-07,3925,Irvine Meadows Amphitheatre,Irvine,CA,Set 1,,Touch Of Grey,23432,Set 2,1,1,long
1984-04-07,3925,Irvine Meadows Amphitheatre,Irvine,CA,Set 2,,Not Fade Away,23442,Encore,1,1,short
1984-04-07,3925,Irvine Meadows Amphitheatre,Irvine,CA,Encore,,One More Saturday Night,23443,,1,1,long
1984-04-13,3926,Hampton Coliseum,Hampton,VA,Set 1,,Don't Ease Me In,23452,Set 2,1,1,long
1984-04-13,3926,Hampton Coliseum,Hampton,VA,Set 2,,Good Lovin',23462,Encore,1,1,short
1984-04-13,3926,Hampton Coliseum,Hampton,VA,Encore,,U.S. Blues,23463,,1,1,long
1984-04-14,3927,Hampton Coliseum,Hampton,VA,Set 1,,Let It Grow,23470,Set 2,1,1,long
1984-04-14,3927,Hampton Coliseum,Hampton,VA,Set 2,,One More Saturday Night,23479,Encore,1,1,short
1984-04-14,3927,Hampton Coliseum,Hampton,VA,Encore,,It's All Over Now Baby Blue,23480,,1,1,long
1984-04-16,3928,Community War Memorial Auditorium,Rochester,NY,Set 1,,Might As Well,23489,Set 2,1,1,long
1984-04-16,3928,Community War Memorial Auditorium,Rochester,NY,Set 2,,Johnny B. Goode,23499,Encore,1,1,short
1984-04-16,3928,Community War Memorial Auditorium,Rochester,NY,Encore,,Day Job,23500,,1,1,long
1984-04-17,3929,Niagra Falls Convention Center,Niagra Falls,NY,Set 1,,Deal,23508,Set 2,1,1,long
1984-04-17,3929,Niagra Falls Convention Center,Niagra Falls,NY,Set 2,,Not Fade Away,23518,Encore,1,1,short
1984-04-17,3929,Niagra Falls Convention Center,Niagra Falls,NY,Encore,,Touch Of Grey,23519,,1,1,long
1984-04-19,3930,Civic Convention Hall Auditorium,Philadelphia,PA,Set 1,,Don't Ease Me In,23528,Set 2,1,1,long
1984-04-19,3930,Civic Convention Hall Auditorium,Philadelphia,PA,Set 2,,Sugar Magnolia,23537,Encore,1,1,short
1984-04-19,3930,Civic Convention Hall Auditorium,Philadelphia,PA,Encore,,It's All Over Now Baby Blue,23538,,1,1,long
1984-04-20,3931,Civic Convention Hall Auditorium,Philadelphia,PA,Set 1,,Let It Grow,23547,Set 2,1,1,long
1984-04-20,3931,Civic Convention Hall Auditorium,Philadelphia,PA,Set 2,,Johnny B. Goode,23556,Encore,1,1,short
1984-04-20,3931,Civic Convention Hall Auditorium,Philadelphia,PA,Encore,,Day Job,23557,,1,1,long
1984-04-21,3932,Civic Convention Hall Auditorium,Philadelphia,PA,Set 1,,Deal,23567,Set 2,1,1,long
1984-04-21,3932,Civic Convention Hall Auditorium,Philadelphia,PA,Set 2,,Not Fade Away,23578,Encore,1,1,short
1984-04-21,3932,Civic Convention Hall Auditorium,Philadelphia,PA,Encore,,Brokedown Palace,23579,,1,1,long
1984-04-23,3933,Veterans Memorial Coliseum,New Haven,CT,Set 1,,Might As Well,23585,Set 2,1,1,long
1984-04-23,3933,Veterans Memorial Coliseum,New Haven,CT,Set 2,,Good Lovin',23597,Encore,1,1,short
1984-04-23,3933,Veterans Memorial Coliseum,New Haven,CT,Encore,,Day Job,23598,,1,1,long
1984-04-24,3934,Veterans Memorial Coliseum,New Haven,CT,Set 1,,Don't Ease Me In,23607,Set 2,1,1,long
1984-04-24,3934,Veterans Memorial Coliseum,New Haven,CT,Set 2,,Sugar Magnolia,23616,Encore,1,1,short
1984-04-24,3934,Veterans Memorial Coliseum,New Haven,CT,Encore,,U.S. Blues,23617,,1,1,long
1984-04-26,3935,Providence Civic Center,Providence,RI,Set 1,,Deal,23625,Set 2,1,1,long
1984-04-26,3935,Providence Civic Center,Providence,RI,Set 2,,Not Fade Away,23635,Encore,1,1,short
1984-04-26,3935,Providence Civic Center,Providence,RI,Encore,,It's All Over Now Baby Blue,23636,,1,1,long
1984-04-27,3936,Providence Civic Center,Providence,RI,Set 1,,The Music Never Stopped,23647,Set 2,1,1,long
1984-04-27,3936,Providence Civic Center,Providence,RI,Set 2,,Johnny B. Goode,23657,Encore,1,1,short
1984-04-27,3936,Providence Civic Center,Providence,RI,Encore,,Touch Of Grey,23658,,1,1,long
1984-04-29,3937,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Let It Grow,23667,Set 2,1,1,long
1984-04-29,3937,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Sugar Magnolia,23677,Encore,1,1,short
1984-04-29,3937,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Day Job,23678,,1,1,long
1984-04-30,3938,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 1,,Deal,23685,Set 2,1,1,long
1984-04-30,3938,Nassau Veterans Memorial Coliseum,Uniondale,NY,Set 2,,Not Fade Away,23695,Encore,1,1,short
1984-04-30,3938,Nassau Veterans Memorial Coliseum,Uniondale,NY,Encore,,Brokedown Palace,23696,,1,1,long
1984-05-06,3939,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 1,,Touch Of Grey,23704,Set 2,1,1,long
1984-05-06,3939,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 2,,Playing In The Band,23716,Encore,1,1,short
1984-05-06,3939,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Encore,,Day Job,23717,,1,1,long
1984-05-07,3940,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 1,,Deal,23725,Set 2,1,1,long
1984-05-07,3940,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 2,,Not Fade Away,23734,Encore,1,1,short
1984-05-07,3940,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Encore,,It's All Over Now Baby Blue,23735,,1,1,long
1984-05-08,3941,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 1,,Might As Well,23744,Set 2,1,1,long
1984-05-08,3941,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Set 2,,Morning Dew,23754,Encore,1,1,short
1984-05-08,3941,"Silva Concert Hall, Hult Center For The Performing Arts",Eugene,OR,Encore,,Brokedown Palace,23756,,1,1,long
1984-06-09,3951,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Deal,23763,Set 2,1,1,long
1984-06-09,3951,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,One More Saturday Night,23774,Encore,1,1,short
1984-06-09,3951,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Day Job,23775,,1,1,long
1984-06-10,3952,Cal Expo Amphitheatre,Sacramento,CA,Set 1,,Might As Well,23783,Set 2,1,1,long
1984-06-10,3952,Cal Expo Amphitheatre,Sacramento,CA,Set 2,,Not Fade Away,23793,Encore,1,1,short
1984-06-10,3952,Cal Expo Amphitheatre,Sacramento,CA,Encore,,Brokedown Palace,23794,,1,1,long
1984-06-12,3953,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Might As Well,23804,Set 2,1,1,long
1984-06-12,3953,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Johnny B. Goode,23814,Encore,1,1,short
1984-06-12,3953,Red Rocks Amphitheatre,Morrison,CO,Encore,,U.S. Blues,23815,,1,1,long
1984-06-13,3954,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Don't Ease Me In,23822,Set 2,1,1,long
1984-06-13,3954,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Sugar Magnolia,23833,Encore,1,1,short
1984-06-13,3954,Red Rocks Amphitheatre,Morrison,CO,Encore,,It's All Over Now Baby Blue,23834,,1,1,long
1984-06-14,3955,Red Rocks Amphitheatre,Morrison,CO,Set 1,,Day Job,23841,Set 2,1,1,long
1984-06-14,3955,Red Rocks Amphitheatre,Morrison,CO,Set 2,,Not Fade Away,23850,Encore,1,1,short
1984-06-14,3955,Red Rocks Amphitheatre,Morrison,CO,Encore,,U.S. Blues,23851,,1,1,long
1984-06-21,3956,Kingswood Music Theatre,Maple,ON,Set 1,,Might As Well,23859,Set 2,1,1,long
1984-06-21,3956,Kingswood Music Theatre,Maple,ON,Set 2,,Not Fade Away,23869,Encore,1,1,short
1984-06-21,3956,Kingswood Music Theatre,Maple,ON,Encore,,Iko Iko,23872,,1,1,long
1984-06-23,3957,City Island,Harrisburg,PA,Set 1,,Don't Ease Me In,23881,Set 2,1,1,long
1984-06-23,3957,City Island,Harrisburg,PA,Set 2,,One More Saturday Night,23892,Encore,1,1,short
1984-06-23,3957,City Island,Harrisburg,PA,Encore,,Day Job,23893,,1,1,long
1984-06-24,3958,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 1,,Deal,23902,Set 2,1,1,long
1984-06-24,3958,Saratoga Performing Arts Center,Saratoga Springs,NY,Set 2,,Sugar Magnolia,23912,Encore,1,1,short
1984-06-24,3958,Saratoga Performing Arts Center,Saratoga Springs,NY,Encore,,It's All Over Now Baby Blue,23914,,1,1,long
1984-06-26,3959,Merriweather Post Pavilion,Columbia,MD,Set 1,,Might As Well,23921,Set 2,1,1,long
1984-06-26,3959,Merriweather Post Pavilion,Columbia,MD,Set 2,,Good Lovin',23933,Encore,1,1,short
1984-06-26,3959,Merriweather Post Pavilion,Columbia,MD,Encore,,Day Job,23934,,1,1,long
1984-06-27,3960,Merriweather Post Pavilion,Columbia,MD,Set 1,,Let It Grow,23941,Set 2,1,1,long
1984-06-27,3960,Merriweather Post Pavilion,Columbia,MD,Set 2,,Not Fade Away,23952,Encore,1,1,short
1984-06-27,3960,Merriweather Post Pavilion,Columbia,MD,Encore,,Brokedown Palace,23953,,1,1,long
1984-06-29,3961,Blossom Music Center,Cuyahoga Falls,OH,Set 1,,Don't Ease Me In,23962,Set 2,1,1,long
1984-06-29,3961,Blossom Music Center,Cuyahoga Falls,OH,Set 2,,Johnny B. Goode,23973,Encore,1,1,short
1984-06-29,3961,Blossom Music Center,Cuyahoga Falls,OH,Encore,,U.S. Blues,23974,,1,1,long
1984-06-30,3962,Indianapolis Sports Center,Indianapolis,IN,Set 1,,Deal,23984,Set 2,1,1,long
1984-06-30,3962,Indianapolis Sports Center,Indianapolis,IN,Set 2,,One More Saturday Night,23995,Encore,1,1,short
1984-06-30,3962,Indianapolis Sports Center,Indianapolis,IN,Encore,,Day Job,23996,,1,1,long
1984-07-01,3963,Pine Knob Music Theatre,Clarkston,MI,Set 1,,Might As Well,24004,Set 2,1,1,long
1984-07-01,3963,Pine Knob Music Theatre,Clarkston,MI,Set 2,,Sugar Magnolia,24014,Encore,1,1,short
1984-07-01,3963,Pine Knob Music Theatre,Clarkston,MI,Encore,,It's All Over Now Baby Blue,24015,,1,1,long
1984-07-03,3964,Starlight Theatre,Kansas City,MO,Set 1,,Deal,24024,Set 2,1,1,long
1984-07-03,3964,Starlight Theatre,Kansas City,MO,Set 2,,Not Fade Away,24033,Encore,1,1,short
1984-07-03,3964,Starlight Theatre,Kansas City,MO,Encore,,Day Job,24034,,1,1,long
